Unit Name,API,District,Field,Battery,Start Date,Downtime,Operating Time,Allocated HCLiq,Allocated Gas,Allocated Water,Injection Well - Gas,Injection Well - Water,,,,,,,,,,,,
FWU #1503 (INJ),42357006060000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1504,42357023340000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1505 (INJ),42357020300000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,,,,0.00,"29,545.37",,,,,,,,,,,,
FWU #1506 (INJ),42357301210000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,,,,"59,632.85",0.00,,,,,,,,,,,,
FWU #1507 (INJ),42357150709999,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1508,42357330630000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,"1,957.22","30,634.10","4,231.16",,,,,,,,,,,,,,
FWU #1509 (INJ),42357150909999,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1601 (INJ),42357020400000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1602,42357000770002,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,458.72,466.61,"6,520.15",,,,,,,,,,,,,,
FWU #1603 (INJ),42357004720000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,,,,"24,672.38",0.00,,,,,,,,,,,,
FWU #1604,42357004760000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1605 (INJ),42357020370000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1606,42357329830000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,"4,678.99","40,304.47","8,739.78",,,,,,,,,,,,,,
FWU #1607,42357334230000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1802,42357319870000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,672.80,0.00,"1,075.13",,,,,,,,,,,,,,
FWU #1902,42357806010000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1903 (INJ),42357806020000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2 (WSW),42357810700000,PANHANDLE,FWU,FARNSWORTH (INJ),7/1/19,0.00,744.00,0.00,0.00,584.00,,,,,,,,,,,,,,
FWU #2001,42357004700000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2002,42357811240000,PANHANDLE,FWU,FARNSWORTH,7/1/19,12.00,732.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2003,42357023810000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2004,42357811260001,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2005 (INJ),42357252290000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2006 (INJ),42357020360000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2007 (INJ),42357020450000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2008,42357020580000,PANHANDLE,FWU,FARNSWORTH,7/1/19,48.00,696.00,142.63,0.00,"8,429.61",,,,,,,,,,,,,,
FWU #2101 (INJ),42357020310000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2102 (INJ),42357020270000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2103,42357020670000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2104 (INJ),42357020280000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2301,42357020560000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2302,42357007760000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2303 (INJ),42357020290000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2304,42357007930000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2305,42357023680000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2306,42357811400000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2307 (INJ),42357020430000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2308,42357007790000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2309 (INJ),42357020380000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2310,42357300490000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2311,42357313550000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2501,42357811450000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2502,42357002270000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2502A,42357300990000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2503 (INJ),42357020460000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2601,42357811480000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2602 (INJ),42357020420000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2701,42357023320000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2702 (INJ),42357020510000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3001,42357002490000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3002,42357002510000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3003 (INJ),42357020470000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #301,42357009340000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3101,42357023370000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3102,42357023360000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3103 (INJ),42357020480000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3201,42357023450000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3202 (INJ),42357811590000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3203,42357022060000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3204 (INJ),42357811610000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3205 (INJ),42357317680001,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3206,42357319890000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3208,42357334100000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3301 (INJ),42357000290000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3303 (INJ),42357021340000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3401 (INJ),42357020500000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3402 (INJ),42357008730000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3403,42357319880000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3601 (INJ),42357020490000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3602,42357023350000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3701,42357811680000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #3702 (INJ),42357811690000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #3901,42357811710000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4001,42357811720000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4002,42357023480000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4003 (INJ),42357811740000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #4004,42357005140000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4005,42357023640000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4006,42357023650000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4007 (INJ),42357811780000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #4009,42357020570000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #401,42357001560000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4101,42357009990000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4102,42357021920000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4201,42357000040000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #4202 (INJ),42357811820000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #4203 (INJ),42357020330001,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #4204 (INJ),42357010010000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #4301,42357023690000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #501,42357810720000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,"1,926.64","11,766.74","2,774.53",,,,,,,,,,,,,,
FWU #502 (INJ),42357023310000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,,,,"31,412.52",0.00,,,,,,,,,,,,
FWU #503,42357810740001,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,"2,493.11","2,933.70","9,923.29",,,,,,,,,,,,,,
FWU #504,42357300510000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #505,42357050509999,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #506,42357334110000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,703.38,"5,038.06",728.32,,,,,,,,,,,,,,
FWU #601,42357020640001,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,476.02,"1,052.33","4,369.51",,,,,,,,,,,,,,
FWU #602,42357020630000,PANHANDLE,FWU,FARNSWORTH,7/1/19,26.00,718.00,"1,505.28","1,268.11","10,971.93",,,,,,,,,,,,,,
FWU #603 (INJ),42357303410000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #701,42357020620000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,"1,345.59","1,271.35","14,809.07",,,,,,,,,,,,,,
FWU #702,42357810800000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,"1,315.01","21,268.05","15,086.53",,,,,,,,,,,,,,
FWU #703 (INJ),42357302540000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #801,42357020650000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,642.21,737.11,"3,641.58",,,,,,,,,,,,,,
FWU #802,42357004140000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,"1,651.41","29,754.98","13,595.21",,,,,,,,,,,,,,
FWU #803 (INJ),42357810840000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,,,,"59,348.89",0.00,,,,,,,,,,,,
FWU #804 (INJ),42357003990000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,,,,"95,647.17",0.00,,,,,,,,,,,,
FWU #805 (INJ),42357301160001,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,,,,0.00,"45,007.07",,,,,,,,,,,,
FWU #805 (SWD),42357301160000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #806,42357330090000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,428.14,"2,028.75","3,988.39",,,,,,,,,,,,,,
FWU #807,42357334050000,PANHANDLE,FWU,FARNSWORTH,7/1/19,15.00,729.00,"1,072.56","2,188.30","2,543.11",,,,,,,,,,,,,,
FWU #808,42357334130000,PANHANDLE,FWU,FARNSWORTH,7/1/19,17.00,727.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #901,42357009390000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,"1,009.19","3,103.99","7,283.15",,,,,,,,,,,,,,
FWU #9010 (INJ),42357330770000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,,,,"48,301.24",0.00,,,,,,,,,,,,
FWU #902,42357023530000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #903,42357009400000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #904,42357022130000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #906 (INJ),42357020340000,PANHANDLE,FWU,FARNSWORTH,7/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #907,42357810910000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,"1,529.08","47,506.53","21,398.59",,,,,,,,,,,,,,
FWU #908 (INJ),42357301860000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,,,,0.00,"24,150.30",,,,,,,,,,,,
FWU #909,42357330610000,PANHANDLE,FWU,FARNSWORTH,7/1/19,0.00,744.00,647.34,"7,826.97","3,131.28",,,,,,,,,,,,,,
FWU #1 (WSW),42357810690000,PANHANDLE,FWU,FARNSWORTH (INJ),8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1 (WSW),42357810690000,PANHANDLE,FWU,FARNSWORTH (INJ),8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #101 (INJ),42357009380000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1101 (INJ),42357020350000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1102,42357330000000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,"1,664.87","18,932.98","3,760.84",,,,,,,,,,,,,,
FWU #1202,42357319860000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1301 (INJ),42357007950000,PANHANDLE,FWU,FARNSWORTH,8/1/19,24.00,720.00,,,,"26,146.38",0.00,,,,,,,,,,,,
FWU #1302,42357023500000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1303 (INJ),42357007940000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,,,,"5,904.26","32,985.67",,,,,,,,,,,,
FWU #1304,42357023510000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1305 (INJ),42357007990000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,,,,"56,964.44",0.00,,,,,,,,,,,,
FWU #1306,42357007960000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,"2,229.86","5,108.51","2,270.42",,,,,,,,,,,,,,
FWU #1307,42357023520000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1308,42357023490000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1309 (INJ),42357811020000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,,,,"46,285.84",0.00,,,,,,,,,,,,
FWU #1310 (INJ),42357301030000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1310A (INJ),42357331790000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,,,,"98,397.66",0.00,,,,,,,,,,,,
FWU #1311,42357301040000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1311 (SWD),42357301040001,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,,,,0.00,"1,153.00",,,,,,,,,,,,
FWU #1312,42357330130000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,"3,585.87","10,965.98","5,591.34",,,,,,,,,,,,,,
FWU #1313 (INJ),42357333320000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1314,42357331890000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,"2,356.43","22,204.60","9,884.68",,,,,,,,,,,,,,
FWU #1315,42357333730000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,"3,611.48","1,042.07",765.48,,,,,,,,,,,,,,
FWU #1316,42357331930000,PANHANDLE,FWU,FARNSWORTH,8/1/19,24.00,720.00,941.26,"19,732.23","1,437.80",,,,,,,,,,,,,,
FWU #1317,42357333990000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,"1,062.60","42,514.03","2,285.05",,,,,,,,,,,,,,
FWU #1319,42357333740000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,722.11,"6,514.60","8,336.52",,,,,,,,,,,,,,
FWU #1401 (INJ),42357020410000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,,,,0.00,"20,297.20",,,,,,,,,,,,
FWU #1402 (INJ),42357002670001,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1403 (INJ),42357020660000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1501,42357000600001,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1502 (INJ),42357007030000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,,,,0.00,"29,845.74",,,,,,,,,,,,
FWU #1503 (INJ),42357006060000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1504,42357023340000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1505 (INJ),42357020300000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,,,,"23,990.56","4,020.80",,,,,,,,,,,,
FWU #1506 (INJ),42357301210000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,,,,"65,522.57",0.00,,,,,,,,,,,,
FWU #1507 (INJ),42357150709999,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1508,42357330630000,PANHANDLE,FWU,FARNSWORTH,8/1/19,31.00,713.00,"1,569.84","25,727.67","3,658.89",,,,,,,,,,,,,,
FWU #1509 (INJ),42357150909999,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1601 (INJ),42357020400000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1602,42357000770002,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,297.21,494.28,"7,542.38",,,,,,,,,,,,,,
FWU #1603 (INJ),42357004720000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,,,,"29,374.28",0.00,,,,,,,,,,,,
FWU #1604,42357004760000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1605 (INJ),42357020370000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #1606,42357329830000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,"3,918.84","36,108.99","8,387.00",,,,,,,,,,,,,,
FWU #1607,42357334230000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1802,42357319870000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,563.49,0.00,"1,031.73",,,,,,,,,,,,,,
FWU #1902,42357806010000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #1903 (INJ),42357806020000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2 (WSW),42357810700000,PANHANDLE,FWU,FARNSWORTH (INJ),8/1/19,0.00,744.00,0.00,0.00,526.00,,,,,,,,,,,,,,
FWU #2001,42357004700000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2002,42357811240000,PANHANDLE,FWU,FARNSWORTH,8/1/19,15.00,729.00,"4,198.16",0.00,"7,415.83",,,,,,,,,,,,,,
FWU #2003,42357023810000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2004,42357811260001,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2005 (INJ),42357252290000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2006 (INJ),42357020360000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2007 (INJ),42357020450000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2008,42357020580000,PANHANDLE,FWU,FARNSWORTH,8/1/19,0.00,744.00,128.07,0.00,"8,719.82",,,,,,,,,,,,,,
FWU #2101 (INJ),42357020310000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2102 (INJ),42357020270000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2103,42357020670000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2104 (INJ),42357020280000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,,,,0.00,0.00,,,,,,,,,,,,
FWU #2301,42357020560000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
FWU #2302,42357007760000,PANHANDLE,FWU,FARNSWORTH,8/1/19,744.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
