Unit Name,API,District,Field,Battery,Start Date,Downtime,Operating Time,Allocated HCLiq,Allocated Gas,Allocated Water,Injection Well - Gas,Injection Well - Water,,,,,,,,,,,,
FWU #3401 (INJ),42357020500000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3402 (INJ),42357008730000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3403,42357319880000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3601 (INJ),42357020490000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3602,42357023350000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3701,42357811680000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3702 (INJ),42357811690000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3901,42357811710000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4001,42357811720000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4002,42357023480000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4003 (INJ),42357811740000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4004,42357005140000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4005,42357023640000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4006,42357023650000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4007 (INJ),42357811780000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4009,42357020570000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #401,42357001560000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4101,42357009990000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4102,42357021920000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4201,42357000040000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4202 (INJ),42357811820000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4203 (INJ),42357020330001,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4204 (INJ),42357010010000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4301,42357023690000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #501,42357810720000,PANHANDLE,FWU,FARNSWORTH,5/1/20,0,743.999999999999,2085.96063879373,5292.56607222663,0,,,,,,,,,,,,,,
FWU #502 (INJ),42357023310000,PANHANDLE,FWU,FARNSWORTH,5/1/20,0,743.999999999999,,,,0,27094.1236550456,,,,,,,,,,,,
FWU #503,42357810740001,PANHANDLE,FWU,FARNSWORTH,5/1/20,0,743.999999999999,3098.19261064053,32373.0719004697,12938.6980758028,,,,,,,,,,,,,,
FWU #504,42357300510000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #505,42357050509999,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #506,42357334110000,PANHANDLE,FWU,FARNSWORTH,5/1/20,24,719.999999999999,1533.83564228943,5421.11416457417,0,,,,,,,,,,,,,,
FWU #601,42357020640001,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #602,42357020630000,PANHANDLE,FWU,FARNSWORTH,5/1/20,14,729.999999999999,1641.61190854485,21173.0439451977,18665.4523959347,,,,,,,,,,,,,,
FWU #603 (INJ),42357303410000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #701,42357020620000,PANHANDLE,FWU,FARNSWORTH,5/1/20,432,312,648.946730536363,2241.21300991056,13847.7634682409,,,,,,,,,,,,,,
FWU #702,42357810800000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #703 (INJ),42357302540000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #801,42357020650000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #802,42357004140000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #803 (INJ),42357810840000,PANHANDLE,FWU,FARNSWORTH,5/1/20,0,743.999999999999,,,,29552.0187140375,26132.53497309,,,,,,,,,,,,
FWU #804 (INJ),42357003990000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #805 (INJ),42357301160000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #805 (SWD),42357301160001,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #806,42357330090000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #807,42357334050000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #808,42357334130000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #901,42357009390000,PANHANDLE,FWU,FARNSWORTH,5/1/20,0,743.999999999999,1846.14534362655,39740.8436365295,11684.4149978109,,,,,,,,,,,,,,
FWU #9010 (INJ),42357330770000,PANHANDLE,FWU,FARNSWORTH,5/1/20,624,120,,,,0,4098.21422493029,,,,,,,,,,,,
FWU #902,42357023530000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #903,42357009400000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #904,42357022130000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #906 (INJ),42357020340000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #907,42357810910000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #908 (INJ),42357301860000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #909,42357330610000,PANHANDLE,FWU,FARNSWORTH,5/1/20,743.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1 (WSW),42357810690000,PANHANDLE,FWU,FARNSWORTH (INJ),6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #101 (INJ),42357009380000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1101 (INJ),42357020350000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1102,42357330000000,PANHANDLE,FWU,FARNSWORTH,6/1/20,336,384,658.670717905952,6558.28241211922,576.813395871549,,,,,,,,,,,,,,
FWU #1202,42357319860000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1301 (INJ),42357007950000,PANHANDLE,FWU,FARNSWORTH,6/1/20,192,528,,,,0,0,,,,,,,,,,,,
FWU #1302,42357023500000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1303 (INJ),42357007940000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,,,,30482.2621482707,0,,,,,,,,,,,,
FWU #1304,42357023510000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1305 (INJ),42357007990000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,,,,40327.4038108744,0,,,,,,,,,,,,
FWU #1306,42357007960000,PANHANDLE,FWU,FARNSWORTH,6/1/20,514,206,522.053694499822,2429.65725279082,155.846827023109,,,,,,,,,,,,,,
FWU #1307,42357023520000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1308,42357023490000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1309 (INJ),42357811020000,PANHANDLE,FWU,FARNSWORTH,6/1/20,144,576,,,,31806.0455926279,0,,,,,,,,,,,,
FWU #1310 (INJ),42357301030000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1310A (INJ),42357331790000,PANHANDLE,FWU,FARNSWORTH,6/1/20,71.9999999999999,648,,,,22253.8146281726,0,,,,,,,,,,,,
FWU #1311,42357301040000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,0,0,0,,,,,,,,,,,,,,
FWU #1311 (SWD),42357301040001,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,,,,0,0,,,,,,,,,,,,
FWU #1312,42357330130000,PANHANDLE,FWU,FARNSWORTH,6/1/20,17,702.999999999999,3734.9634007763,19958.2354968727,896.49301185583,,,,,,,,,,,,,,
FWU #1313 (INJ),42357333320000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,,,,0,15301.2554296954,,,,,,,,,,,,
FWU #1314,42357331890000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,2544.21102687428,21414.4069926411,12979.3052658946,,,,,,,,,,,,,,
FWU #1315,42357333730000,PANHANDLE,FWU,FARNSWORTH,6/1/20,25,694.999999999999,2409.54493933921,6376.24363214061,0,,,,,,,,,,,,,,
FWU #1316,42357331930000,PANHANDLE,FWU,FARNSWORTH,6/1/20,240,480,180.138860520193,11928.141076848,709.704665750379,,,,,,,,,,,,,,
FWU #1317,42357333990000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,1214.41811443592,17316.6413872613,2131.52851018364,,,,,,,,,,,,,,
FWU #1319,42357333740000,PANHANDLE,FWU,FARNSWORTH,6/1/20,12,707.999999999999,760.443113341348,5393.04329168706,8673.64211199097,,,,,,,,,,,,,,
FWU #1401 (INJ),42357020410000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,,,,0,27991.5045970073,,,,,,,,,,,,
FWU #1402 (INJ),42357002670001,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1403 (INJ),42357020660000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1501,42357000600001,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,27.8830044327127,0,7197.39845484121,,,,,,,,,,,,,,
FWU #1502 (INJ),42357007030000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1503 (INJ),42357006060000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1504,42357023340000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1505 (INJ),42357020300000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,,,,0,0,,,,,,,,,,,,
FWU #1506 (INJ),42357301210000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,,,,105737.639934325,0,,,,,,,,,,,,
FWU #1507 (INJ),42357150709999,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1508,42357330630000,PANHANDLE,FWU,FARNSWORTH,6/1/20,248,472,972.441262814595,29823.0390439044,1005.7125710058,,,,,,,,,,,,,,
FWU #1509 (INJ),42357150909999,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1601 (INJ),42357020400000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1602,42357000770002,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1603 (INJ),42357004720000,PANHANDLE,FWU,FARNSWORTH,6/1/20,192,528,,,,25184.6691379916,0,,,,,,,,,,,,
FWU #1604,42357004760000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1605 (INJ),42357020370000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #1606,42357329830000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,4600.6957313976,51097.3609990492,6899.69584235385,,,,,,,,,,,,,,
FWU #1607,42357334230000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1802,42357319870000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,557.660088654255,0,175.119183816088,,,,,,,,,,,,,,
FWU #1902,42357806010000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #1903 (INJ),42357806020000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2 (WSW),42357810700000,PANHANDLE,FWU,FARNSWORTH (INJ),6/1/20,0,719.999999999999,0,0,24970,,,,,,,,,,,,,,
FWU #2001,42357004700000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2002,42357811240000,PANHANDLE,FWU,FARNSWORTH,6/1/20,108,612,113.074927153289,129.865234444085,2973.39798514693,,,,,,,,,,,,,,
FWU #2003,42357023810000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2004,42357811260001,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2005 (INJ),42357252290000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2006 (INJ),42357020360000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2007 (INJ),42357020450000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2008,42357020580000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,278.830044327127,0,875.595919080439,,,,,,,,,,,,,,
FWU #2101 (INJ),42357020310000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2102 (INJ),42357020270000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2103,42357020670000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2104 (INJ),42357020280000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2301,42357020560000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2302,42357007760000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2303 (INJ),42357020290000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2304,42357007930000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2305,42357023680000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2306,42357811400000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2307 (INJ),42357020430000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2308,42357007790000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2309 (INJ),42357020380000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2310,42357300490000,PANHANDLE,FWU,FARNSWORTH,6/1/20,20,699.999999999999,110.539739737034,50.7374179120423,2015.83790464758,,,,,,,,,,,,,,
FWU #2311,42357313550000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2501,42357811450000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2502,42357002270000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2502A,42357300990000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2503 (INJ),42357020460000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2601,42357811480000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2602 (INJ),42357020420000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #2701,42357023320000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #2702 (INJ),42357020510000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3001,42357002490000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3002,42357002510000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3003 (INJ),42357020470000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #301,42357009340000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3101,42357023370000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3102,42357023360000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3103 (INJ),42357020480000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3201,42357023450000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3202 (INJ),42357811590000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3203,42357022060000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3204 (INJ),42357811610000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3205 (INJ),42357317680001,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3206,42357319890000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3208,42357334100000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3301 (INJ),42357000290000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3303 (INJ),42357021340000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3401 (INJ),42357020500000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3402 (INJ),42357008730000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3403,42357319880000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3601 (INJ),42357020490000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3602,42357023350000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3701,42357811680000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #3702 (INJ),42357811690000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #3901,42357811710000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4001,42357811720000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4002,42357023480000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4003 (INJ),42357811740000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4004,42357005140000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4005,42357023640000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4006,42357023650000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4007 (INJ),42357811780000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4009,42357020570000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #401,42357001560000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4101,42357009990000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4102,42357021920000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4201,42357000040000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #4202 (INJ),42357811820000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4203 (INJ),42357020330001,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4204 (INJ),42357010010000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #4301,42357023690000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #501,42357810720000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,1927.05879460965,4106.76013300039,28.5054681195542,,,,,,,,,,,,,,
FWU #502 (INJ),42357023310000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,,,,0,51868.0410949949,,,,,,,,,,,,
FWU #503,42357810740001,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,2496.76783885999,29223.1169146428,9776.48973674787,,,,,,,,,,,,,,
FWU #504,42357300510000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #505,42357050509999,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,0,0,0,,,,,,,,,,,,,,
FWU #506,42357334110000,PANHANDLE,FWU,FARNSWORTH,6/1/20,12,707.999999999999,1290.85207872155,4737.67912689248,0,,,,,,,,,,,,,,
FWU #601,42357020640001,PANHANDLE,FWU,FARNSWORTH,6/1/20,291,429,644.084751273359,19958.0228052878,0,,,,,,,,,,,,,,
FWU #602,42357020630000,PANHANDLE,FWU,FARNSWORTH,6/1/20,60,660,997.840155194438,4287.49668519356,20107.1370902064,,,,,,,,,,,,,,
FWU #603 (INJ),42357303410000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #701,42357020620000,PANHANDLE,FWU,FARNSWORTH,6/1/20,60,659.999999999999,1635.55036718622,4254.3568823421,32108.9776376143,,,,,,,,,,,,,,
FWU #702,42357810800000,PANHANDLE,FWU,FARNSWORTH,6/1/20,695.999999999999,24,22.1756991472975,1537.7124987004,638.991296368686,,,,,,,,,,,,,,
FWU #703 (INJ),42357302540000,PANHANDLE,FWU,FARNSWORTH,6/1/20,719.999999999999,0,,,,0,0,,,,,,,,,,,,
FWU #801,42357020650000,PANHANDLE,FWU,FARNSWORTH,6/1/20,216,504,877.925405708259,13387.7744296339,12.9701087773051,,,,,,,,,,,,,,
FWU #802,42357004140000,PANHANDLE,FWU,FARNSWORTH,6/1/20,24,695.999999999999,3627.37524952196,22997.725943645,29406.9379530252,,,,,,,,,,,,,,
FWU #803 (INJ),42357810840000,PANHANDLE,FWU,FARNSWORTH,6/1/20,0,719.999999999999,,,,0,55688.602216245,,,,,,,,,,,,
FWU #804 (INJ),42357003990000,PANHANDLE,FWU,FARNSWORTH,6/1/20,192,528,,,,62633.5757935214,0,,,,,,,,,,,,
FWU #805 (INJ),42357301160000,PANHANDLE,FWU,FARNSWORTH,6/1/20,120,600,,,,40689.5889542167,0,,,,,,,,,,,,
