Table 1
Unit Name,Type of Downtime Entry,First Day,Downtime on First Day,Downtime Code 1,Last Day,Downtime on Last Day,Total Downtime,,,,,,,,,,,,,,,,,,,
FWU #1312,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #1317,multi day,8/16/20,12,Surface Equipment Failure,8/25/20,,204,,,,,,,,,,,,,,,,,,,
FWU #1508,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #2002,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #2008,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #2310,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #501,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #503,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #601,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #602,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #701,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #702,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #904,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #907,single day,8/16/20,24,Power Failure,8/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #702,Single Day,8/17/20,,,8/17/20,,0,,,,,,,,,,,,,,,,,,,
FWU #2002,single day,8/18/20,24,Power Failure,8/18/20,,24,,,,,,,,,,,,,,,,,,,
FWU #2008,single day,8/18/20,24,Power Failure,8/18/20,,24,,,,,,,,,,,,,,,,,,,
FWU #2310,single day,8/18/20,24,Power Failure,8/18/20,,24,,,,,,,,,,,,,,,,,,,
FWU #503,Single Day,8/18/20,,,8/18/20,,0,,,,,,,,,,,,,,,,,,,
FWU #1312,multi day,8/19/20,24,Downhole Failure,,,,,,,,,,,,,,,,,,,,,,
FWU #807,single day,8/22/20,16,Power Failure,8/22/20,,16,,,,,,,,,,,,,,,,,,,
FWU #807,single day,8/29/20,12,Pipeline Failure,8/29/20,,12,,,,,,,,,,,,,,,,,,,
FWU #808,single day,8/29/20,12,Power Failure,8/29/20,,12,,,,,,,,,,,,,,,,,,,
FWU #1306,single day,9/8/20,8,Downhole Failure,9/8/20,,8,,,,,,,,,,,,,,,,,,,
FWU #2002,single day,9/8/20,8,Power Failure,9/8/20,,8,,,,,,,,,,,,,,,,,,,
FWU #503,single day,9/8/20,8,Power Failure,9/8/20,,8,,,,,,,,,,,,,,,,,,,
FWU #602,single day,9/8/20,8,Power Failure,9/8/20,,8,,,,,,,,,,,,,,,,,,,
FWU #807,single day,9/11/20,8,Downhole Failure,9/11/20,,8,,,,,,,,,,,,,,,,,,,
FWU #1306,multi day,9/14/20,14,Downhole Failure,9/23/20,,206,,,,,,,,,,,,,,,,,,,
FWU #1317,multi day,9/15/20,24,Surface Equipment Failure,9/22/20,,168,,,,,,,,,,,,,,,,,,,
FWU #1306,single day,9/23/20,12,Downhole Failure,9/23/20,,12,,,,,,,,,,,,,,,,,,,
FWU #808,single day,9/27/20,3,Power Failure,9/27/20,,3,,,,,,,,,,,,,,,,,,,
FWU #601,single day,10/7/20,24,Shut In - Temporary,10/7/20,,24,,,,,,,,,,,,,,,,,,,
FWU #602,single day,10/7/20,24,Shut In - Temporary,10/7/20,,24,,,,,,,,,,,,,,,,,,,
FWU #701,single day,10/7/20,24,Shut In - Temporary,10/7/20,,24,,,,,,,,,,,,,,,,,,,
FWU #907,single day,10/7/20,24,Shut In - Temporary,10/7/20,,24,,,,,,,,,,,,,,,,,,,
FWU #1501,multi day,10/10/20,,Downhole Failure,10/22/20,,264,,,,,,,,,,,,,,,,,,,
FWU #907,single day,10/11/20,10,Downhole Failure,10/11/20,,10,,,,,,,,,,,,,,,,,,,
FWU #805 (INJ),multi day,10/16/20,24.00,Surface Equipment Failure,11/9/20,24.00,600.00,,,,,,,,,,,,,,,,,,,
FWU #1319,single day,10/28/20,8,Surface Equipment Failure,10/28/20,,8,,,,,,,,,,,,,,,,,,,
FWU #602,single day,10/28/20,20,Downhole Failure,10/28/20,,20,,,,,,,,,,,,,,,,,,,
FWU #1315,single day,11/1/20,18,Downhole Failure,11/1/20,,18,,,,,,,,,,,,,,,,,,,
FWU #1319,single day,11/1/20,8,Surface Equipment Failure,11/1/20,,8,,,,,,,,,,,,,,,,,,,
FWU #808,multi day,11/2/20,,Downhole Failure,11/2/20,,,,,,,,,,,,,,,,,,,,,
FWU #1319,single day,11/3/20,8,Surface Equipment Failure,11/3/20,,8,,,,,,,,,,,,,,,,,,,
FWU #1315,single day,11/4/20,12,Downhole Failure,11/4/20,,12,,,,,,,,,,,,,,,,,,,
FWU #1501,single day,11/5/20,,Surface Equipment Failure,11/5/20,,0,,,,,,,,,,,,,,,,,,,
FWU #1319,multi day,11/6/20,,Surface Equipment Failure,11/30/20,,552,,,,,,,,,,,,,,,,,,,
FWU #1306,single day,11/8/20,8,Downhole Failure,11/8/20,,8,,,,,,,,,,,,,,,,,,,
FWU #1306,single day,11/10/20,10,Downhole Failure,11/10/20,,10,,,,,,,,,,,,,,,,,,,
FWU #1314,single day,11/10/20,16,Downhole Failure,11/10/20,,16,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,11/10/20,17,Downhole Failure,11/10/20,,17,,,,,,,,,,,,,,,,,,,
FWU #506,multi day,11/10/20,,Downhole Failure,11/10/20,,,,,,,,,,,,,,,,,,,,,
FWU #702,single day,11/10/20,18,Downhole Failure,11/10/20,,18,,,,,,,,,,,,,,,,,,,
FWU #806,single day,11/10/20,19,Downhole Failure,11/10/20,,19,,,,,,,,,,,,,,,,,,,
FWU #1306,single day,11/11/20,5,Downhole Failure,11/11/20,,5,,,,,,,,,,,,,,,,,,,
FWU #1314,single day,11/11/20,24,Downhole Failure,11/11/20,,24,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,11/11/20,24,Downhole Failure,11/11/20,,24,,,,,,,,,,,,,,,,,,,
FWU #501,multi day,11/11/20,,Downhole Failure,11/19/20,,168,,,,,,,,,,,,,,,,,,,
FWU #702,single day,11/11/20,18,Downhole Failure,11/11/20,,18,,,,,,,,,,,,,,,,,,,
FWU #806,single day,11/11/20,18,Downhole Failure,11/11/20,,18,,,,,,,,,,,,,,,,,,,
FWU #1102,single day,11/12/20,18,Downhole Failure,11/12/20,,18,,,,,,,,,,,,,,,,,,,
FWU #1314,single day,11/12/20,22,Downhole Failure,11/12/20,,22,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,11/12/20,22,Downhole Failure,11/12/20,,22,,,,,,,,,,,,,,,,,,,
FWU #702,single day,11/12/20,17,Downhole Failure,11/12/20,,17,,,,,,,,,,,,,,,,,,,
FWU #806,single day,11/12/20,17,Downhole Failure,11/12/20,,17,,,,,,,,,,,,,,,,,,,
FWU #1102,single day,11/13/20,18,Downhole Failure,11/13/20,,18,,,,,,,,,,,,,,,,,,,
FWU #1314,single day,11/13/20,23,Downhole Failure,11/13/20,,23,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,11/13/20,23,Downhole Failure,11/13/20,,23,,,,,,,,,,,,,,,,,,,
FWU #806,single day,11/13/20,18,Downhole Failure,11/13/20,,18,,,,,,,,,,,,,,,,,,,
FWU #1102,single day,11/14/20,15,Downhole Failure,11/14/20,,15,,,,,,,,,,,,,,,,,,,
FWU #1314,single day,11/14/20,20,Downhole Failure,11/14/20,,20,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,11/14/20,18,Downhole Failure,11/14/20,,18,,,,,,,,,,,,,,,,,,,
FWU #806,single day,11/14/20,15,Downhole Failure,11/14/20,,15,,,,,,,,,,,,,,,,,,,
FWU #1306,single day,11/15/20,8,Downhole Failure,11/15/20,,8,,,,,,,,,,,,,,,,,,,
FWU #1314,single day,11/15/20,18,Downhole Failure,11/15/20,,18,,,,,,,,,,,,,,,,,,,
FWU #1501,single day,11/15/20,8,Surface Equipment Failure,11/15/20,,8,,,,,,,,,,,,,,,,,,,
FWU #1314,single day,11/16/20,24,Downhole Failure,11/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,11/16/20,18,Downhole Failure,11/16/20,,18,,,,,,,,,,,,,,,,,,,
FWU #1501,single day,11/16/20,24,Surface Equipment Failure,11/16/20,,24,,,,,,,,,,,,,,,,,,,
FWU #806,single day,11/16/20,15,Downhole Failure,11/16/20,,15,,,,,,,,,,,,,,,,,,,
FWU #1102,single day,11/17/20,24,Downhole Failure,11/17/20,,24,,,,,,,,,,,,,,,,,,,
FWU #1314,multi day,11/17/20,24,Downhole Failure,11/17/20,,,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,11/17/20,20,Downhole Failure,11/17/20,,20,,,,,,,,,,,,,,,,,,,
FWU #1501,single day,11/17/20,24,Surface Equipment Failure,11/17/20,,24,,,,,,,,,,,,,,,,,,,
FWU #806,single day,11/17/20,18,Downhole Failure,11/17/20,,18,,,,,,,,,,,,,,,,,,,
FWU #1314,multi day,11/18/20,24,Downhole Failure,1/31/21,24,1800,,,,,,,,,,,,,,,,,,,
FWU #1315,single day,11/18/20,12,Downhole Failure,11/18/20,,12,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,11/18/20,20,Downhole Failure,11/18/20,,20,,,,,,,,,,,,,,,,,,,
FWU #806,single day,11/18/20,18,Downhole Failure,11/18/20,,18,,,,,,,,,,,,,,,,,,,
FWU #1315,single day,11/20/20,18,Pipeline High Pressure,11/20/20,,18,,,,,,,,,,,,,,,,,,,
FWU #1315,single day,11/21/20,24,Pipeline High Pressure,11/21/20,,24,,,,,,,,,,,,,,,,,,,
FWU #1306,single day,11/22/20,12,Downhole Failure,11/22/20,,12,,,,,,,,,,,,,,,,,,,
FWU #1306,multi day,11/23/20,24,Downhole Failure,11/29/20,24,168,,,,,,,,,,,,,,,,,,,
FWU #1508,multi day,11/27/20,24,Downhole Failure,11/29/20,,48,,,,,,,,,,,,,,,,,,,
FWU #101,multi day,11/28/20,24,Surface Equipment Failure,,,,,,,,,,,,,,,,,,,,,,
FWU #1306,multi day,11/30/20,24,Well Workover,1/18/21,24,1200,,,,,,,,,,,,,,,,,,,
FWU #1508,single day,11/30/20,18,Power Failure,11/30/20,,18,,,,,,,,,,,,,,,,,,,
FWU #506,multi day,11/30/20,24,Downhole Failure,12/28/20,,671.999999999999,,,,,,,,,,,,,,,,,,,
FWU #1508,single day,12/1/20,12,Power Failure,12/1/20,,12,,,,,,,,,,,,,,,,,,,
FWU #1508,single day,12/2/20,20,Downhole Failure,12/2/20,,20,,,,,,,,,,,,,,,,,,,
FWU #1508,single day,12/3/20,1,Downhole Failure,12/3/20,,1,,,,,,,,,,,,,,,,,,,
FWU #1315,single day,12/9/20,8,Downhole Failure,12/9/20,,8,,,,,,,,,,,,,,,,,,,
FWU #1317,single day,12/17/20,18,Downhole Failure,12/17/20,,18,,,,,,,,,,,,,,,,,,,
FWU #1317,single day,12/18/20,24,Downhole Failure,12/18/20,,24,,,,,,,,,,,,,,,,,,,
FWU #807,single day,12/21/20,8,Downhole Failure,12/21/20,,8,,,,,,,,,,,,,,,,,,,
FWU #904,single day,12/21/20,8,Surface Equipment Failure,12/21/20,,8,,,,,,,,,,,,,,,,,,,
FWU #808,single day,12/27/20,12,Downhole Failure,12/27/20,,12,,,,,,,,,,,,,,,,,,,
FWU #904,single day,1/3/21,,Surface Equipment Failure,1/3/21,,0,,,,,,,,,,,,,,,,,,,
FWU #1313 (INJ),single day,1/5/21,,Pipeline High Pressure,1/5/21,,0,,,,,,,,,,,,,,,,,,,
FWU #1317,multi day,1/13/21,24,Well Workover,1/18/21,24,144,,,,,,,,,,,,,,,,,,,
FWU #808,single day,1/14/21,8,Downhole Failure,1/14/21,,8,,,,,,,,,,,,,,,,,,,
FWU #1508,single day,1/16/21,18,Downhole Failure,1/16/21,,18,,,,,,,,,,,,,,,,,,,
FWU #1501,single day,1/17/21,24,Power Failure,1/17/21,,24,,,,,,,,,,,,,,,,,,,
FWU #1102,multi day,1/18/21,24,Well Workover,1/26/21,0,192,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,1/18/21,24,Downhole Failure,1/18/21,7,24,,,,,,,,,,,,,,,,,,,
FWU #1314,multi day,2/1/21,24,Well Workover,2/11/21,24,264,,,,,,,,,,,,,,,,,,,
FWU #501,single day,2/1/21,18,Power Failure,2/1/21,,18,,,,,,,,,,,,,,,,,,,
FWU #503,single day,2/1/21,18,Power Failure,2/1/21,,18,,,,,,,,,,,,,,,,,,,
FWU #9010 (INJ),multi day,2/1/21,24,Surface Equipment Failure,,,,,,,,,,,,,,,,,,,,,,
FWU #909,single day,2/1/21,18,Power Failure,2/1/21,,18,,,,,,,,,,,,,,,,,,,
FWU #503,single day,2/2/21,8,Pipeline High Pressure,2/2/21,,8,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,2/4/21,12,Downhole Failure,2/4/21,,12,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,2/6/21,18,Downhole Failure,2/6/21,,18,,,,,,,,,,,,,,,,,,,
FWU #701,multi day,2/8/21,,Maintenance,2/22/21,,312,,,,,,,,,,,,,,,,,,,
FWU #1315,single day,2/9/21,12,Power Failure,2/9/21,,12,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,2/9/21,12,Power Failure,2/9/21,,12,,,,,,,,,,,,,,,,,,,
FWU #909,single day,2/9/21,4,Downhole Failure,2/9/21,,4,,,,,,,,,,,,,,,,,,,
FWU #1315,single day,2/10/21,18,Downhole Failure,2/10/21,,18,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,2/10/21,24,Downhole Failure,2/10/21,,24,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,2/11/21,10,Downhole Failure,2/11/21,,10,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,2/12/21,10,Downhole Failure,2/12/21,,10,,,,,,,,,,,,,,,,,,,
FWU #1316,single day,2/13/21,10,Downhole Failure,2/13/21,,10,,,,,,,,,,,,,,,,,,,
FWU #503,single day,2/13/21,10,Well Extreme Weather,2/13/21,,10,,,,,,,,,,,,,,,,,,,
FWU #1315,single day,2/14/21,20,Well Extreme Weather,2/14/21,,20,,,,,,,,,,,,,,,,,,,
FWU #501,single day,2/14/21,20,Power Failure,2/14/21,,20,,,,,,,,,,,,,,,,,,,
FWU #503,single day,2/14/21,24,Power Failure,2/14/21,,24,,,,,,,,,,,,,,,,,,,
FWU #909,single day,2/14/21,12,Well Extreme Weather,2/14/21,,12,,,,,,,,,,,,,,,,,,,
FWU #101,single day,2/15/21,24,Well Extreme Weather,2/15/21,,24,,,,,,,,,,,,,,,,,,,
FWU #1102,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #1306,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #1312,multi day,2/15/21,24,Well Extreme Weather,2/19/21,,95.9999999999999,,,,,,,,,,,,,,,,,,,
FWU #1314,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #1315,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #1316,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #1317,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #1319,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #1501,multi day,2/15/21,,Well Extreme Weather,3/1/21,,312,,,,,,,,,,,,,,,,,,,
FWU #1508,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #1602,single day,2/15/21,24,Surface Equipment Failure,2/15/21,,24,,,,,,,,,,,,,,,,,,,
FWU #1606,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #1802,multi day,2/15/21,24,Well Extreme Weather,2/18/21,,72,,,,,,,,,,,,,,,,,,,
FWU #2002,multi day,2/15/21,24,Surface Equipment Failure,2/18/21,,72,,,,,,,,,,,,,,,,,,,
FWU #2008,multi day,2/15/21,,Well Extreme Weather,3/1/21,,312,,,,,,,,,,,,,,,,,,,
FWU #2310,multi day,2/15/21,24,Well Extreme Weather,2/18/21,,72,,,,,,,,,,,,,,,,,,,
FWU #501,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #503,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #506,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #601,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #602,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #702,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #801,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #802,single day,2/15/21,24,Well Extreme Weather,2/15/21,,24,,,,,,,,,,,,,,,,,,,
FWU #806,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #807,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #808,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #901,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #904,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #907,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #909,multi day,2/15/21,24,Well Extreme Weather,2/15/21,,,,,,,,,,,,,,,,,,,,,
FWU #101,multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #1301 (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #1303 (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #1305 (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #1309 (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #1310A (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #1313 (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #1401 (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #1506 (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #1603 (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #502 (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #803 (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #804 (INJ),multi day,2/16/21,,,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #805 (INJ),multi day,2/16/21,,Well Extreme Weather,2/19/21,,48,,,,,,,,,,,,,,,,,,,
FWU #1311 (SWD),single day,2/17/21,24,Well Extreme Weather,2/17/21,,24,,,,,,,,,,,,,,,,,,,
FWU #1312,single day,2/21/21,18,Downhole Failure,2/21/21,,18,,,,,,,,,,,,,,,,,,,
FWU #1102,Single Day,2/22/21,,,2/22/21,,0,,,,,,,,,,,,,,,,,,,
FWU #1505 (INJ),Single Day,2/22/21,,,2/22/21,,0,,,,,,,,,,,,,,,,,,,
FWU #503,multi day,2/22/21,24,Pipeline Failure,2/22/21,,,,,,,,,,,,,,,,,,,,,
FWU #1303 (INJ),single day,2/25/21,24,Pipeline High Pressure,2/25/21,,24,,,,,,,,,,,,,,,,,,,
FWU #1312,multi day,3/2/21,,Downhole Failure,,,,,,,,,,,,,,,,,,,,,,
FWU #907,single day,3/4/21,24,Surface Equipment Failure,3/4/21,,24,,,,,,,,,,,,,,,,,,,
FWU #1314,single day,3/7/21,12,Downhole Failure,3/7/21,,12,,,,,,,,,,,,,,,,,,,
FWU #1501,multi day,3/8/21,24,Surface Equipment Failure,,,,,,,,,,,,,,,,,,,,,,
