Table 1
Unit Name,Meter Name,Date,End Reading,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,12/26/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/26/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,12/26/19,453.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,12/26/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/26/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/26/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,12/26/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/26/19,505.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,12/26/19,295.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,12/26/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/26/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/26/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/26/19,"132,522.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,12/26/19,650.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/26/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/26/19,859.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/26/19,332.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/26/19,544.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,12/26/19,461.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/27/19,"5,169.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/27/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,12/27/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/27/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,12/27/19,449.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,12/27/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/27/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/27/19,570.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,12/27/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/27/19,501.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,12/27/19,335.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,12/27/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/27/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/27/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/27/19,"132,585.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,12/27/19,701.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/27/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/27/19,862.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/27/19,353.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/27/19,552.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,12/27/19,501.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/28/19,"6,194.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/28/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,12/28/19,447.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/28/19,"1,638.00",,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/28/19,491.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,12/28/19,292.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/28/19,"132,678.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,12/28/19,664.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/28/19,926.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/28/19,374.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/28/19,596.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,12/28/19,449.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/29/19,"7,420.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/29/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,12/29/19,446.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/29/19,"1,795.00",,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/29/19,484.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,12/29/19,357.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/29/19,"132,754.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,12/29/19,657.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/29/19,830.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/29/19,360.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/29/19,705.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,12/29/19,448.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/30/19,"7,420.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/30/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,12/30/19,450.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/30/19,485.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,12/30/19,379.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/30/19,"132,825.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,12/30/19,658.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/30/19,875.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/30/19,391.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/30/19,760.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,12/30/19,450.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,12/31/19,"6,572.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,12/31/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,12/31/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,12/31/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,12/31/19,446.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,12/31/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,12/31/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,12/31/19,"2,036.00",,,,,,,
FWU #1313 (INJ),FWU #1313 Water,12/31/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,12/31/19,482.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,12/31/19,380.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,12/31/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,12/31/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,12/31/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,12/31/19,"132,893.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,12/31/19,656.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,12/31/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,12/31/19,890.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,12/31/19,375.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,12/31/19,789.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,12/31/19,446.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/1/20,"6,789.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/1/20,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,1/1/20,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,1/1/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/1/20,445.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,1/1/20,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,1/1/20,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/1/20,545.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,1/1/20,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/1/20,482.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/1/20,361.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,1/1/20,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,1/1/20,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,1/1/20,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/1/20,"132,972.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/1/20,653.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,1/1/20,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/1/20,980.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/1/20,432.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/1/20,747.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/1/20,447.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/2/20,"6,789.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/2/20,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,1/2/20,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,1/2/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/2/20,442.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,1/2/20,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,1/2/20,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/2/20,"1,678.00",,,,,,,
FWU #1313 (INJ),FWU #1313 Water,1/2/20,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/2/20,478.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/2/20,295.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,1/2/20,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,1/2/20,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,1/2/20,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/2/20,"133,026.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/2/20,646.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,1/2/20,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/2/20,979.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/2/20,352.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/2/20,648.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/2/20,445.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/3/20,"7,130.00",,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/3/20,444.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/3/20,"2,044.00",,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/3/20,477.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/3/20,298.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/3/20,"133,083.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/3/20,646.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/3/20,978.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/3/20,393.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/3/20,798.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/3/20,444.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/4/20,"7,904.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/4/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/4/20,440.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/4/20,395.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/4/20,471.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/4/20,247.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/4/20,"133,134.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/4/20,636.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/4/20,995.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/4/20,303.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/4/20,566.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/4/20,445.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/5/20,"8,038.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/5/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/5/20,431.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/5/20,"1,951.00",,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/5/20,470.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/5/20,261.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/5/20,"133,179.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/5/20,635.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/5/20,966.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/5/20,223.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/5/20,787.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/5/20,447.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/6/20,"7,662.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/6/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/6/20,431.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/6/20,"1,144.00",,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/6/20,431.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/6/20,310.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/6/20,"133,188.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/6/20,637.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/6/20,954.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/6/20,286.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/6/20,799.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/6/20,448.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/7/20,"7,082.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/7/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/7/20,431.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/7/20,"1,558.00",,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/7/20,471.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/7/20,273.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/7/20,"133,215.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/7/20,634.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/7/20,"1,028.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,1/7/20,345.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/7/20,793.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/7/20,447.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/8/20,"7,404.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/8/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/8/20,431.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/8/20,472.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/8/20,228.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/8/20,"133,235.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/8/20,643.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/8/20,984.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/8/20,324.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/8/20,822.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/8/20,448.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/9/20,"7,380.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/9/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/9/20,430.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/9/20,473.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/9/20,248.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/9/20,"133,261.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/9/20,642.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/9/20,"1,018.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,1/9/20,326.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/9/20,768.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/9/20,449.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/10/20,"7,279.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/10/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/10/20,423.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/10/20,"1,645.00",,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/10/20,346.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/10/20,260.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/10/20,"133,273.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/10/20,638.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/10/20,854.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/10/20,317.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/10/20,795.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/10/20,443.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/11/20,"7,219.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/11/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/11/20,459.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/11/20,"1,253.00",,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/11/20,479.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/11/20,376.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/11/20,"133,289.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/11/20,632.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/11/20,904.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/11/20,384.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/11/20,793.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/11/20,456.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/12/20,"6,844.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/12/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/12/20,456.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/12/20,"1,126.00",,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/12/20,480.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/12/20,303.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/12/20,"133,300.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/12/20,642.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/12/20,973.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/12/20,362.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/12/20,827.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/12/20,463.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/13/20,"6,545.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/13/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/13/20,451.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/13/20,"1,325.00",,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/13/20,476.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/13/20,255.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/13/20,"133,311.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/13/20,652.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/13/20,992.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/13/20,333.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/13/20,821.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/13/20,455.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/14/20,"6,939.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/14/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/14/20,495.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/14/20,"1,445.00",,,,,,,
FWU #1313 (INJ),FWU #1313 Water,1/14/20,656.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/14/20,486.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/14/20,239.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/14/20,"133,322.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/14/20,673.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/14/20,300.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/14/20,821.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/15/20,"6,604.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/15/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/15/20,477.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,1/15/20,504.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/15/20,502.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/15/20,326.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/15/20,"133,333.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/15/20,698.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/15/20,385.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/15/20,837.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/16/20,"6,494.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/16/20,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,1/16/20,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,1/16/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/16/20,478.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,1/16/20,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,1/16/20,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,1/16/20,412.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/16/20,502.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/16/20,412.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,1/16/20,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,1/16/20,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,1/16/20,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/16/20,"133,333.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/16/20,697.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,1/16/20,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/16/20,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/16/20,420.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/16/20,841.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,1/16/20,0.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/17/20,"5,932.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/17/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/17/20,488.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/17/20,"1,680.00",,,,,,,
FWU #1313 (INJ),FWU #1313 Water,1/17/20,419.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/17/20,499.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/17/20,295.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/17/20,"133,373.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/17/20,702.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/17/20,430.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/17/20,841.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/18/20,"6,331.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/18/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/18/20,478.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/18/20,"1,571.00",,,,,,,
FWU #1313 (INJ),FWU #1313 Water,1/18/20,349.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/18/20,501.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/18/20,334.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/18/20,"133,392.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/18/20,701.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,1/18/20,423.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,1/18/20,837.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,1/19/20,"6,215.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,1/19/20,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,1/19/20,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,1/19/20,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,1/19/20,481.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,1/19/20,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,1/19/20,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,1/19/20,"1,083.00",,,,,,,
FWU #1313 (INJ),FWU #1313 Water,1/19/20,335.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,1/19/20,502.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,1/19/20,345.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,1/19/20,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,1/19/20,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,1/19/20,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,1/19/20,"133,411.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,1/19/20,707.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,1/19/20,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,1/19/20,0.00,,,,,,,
