Table 1
Unit Name,Meter Name,Date,End Reading,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/15/19,"1,344.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/15/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/15/19,665.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/16/19,"6,829.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/16/19,"1,024.00",,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/16/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/16/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/16/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/16/19,662.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/16/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,6/16/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/16/19,263.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/16/19,549.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/16/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/16/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/16/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/16/19,"118,084.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/16/19,535.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/16/19,892.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/16/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/16/19,896.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/16/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/16/19,440.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/17/19,"6,526.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/17/19,927.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/17/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/17/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/17/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/17/19,1.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/17/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,6/17/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,6/17/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/17/19,371.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/17/19,496.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/17/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/17/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/17/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/17/19,"118,123.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/17/19,524.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/17/19,537.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/17/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/17/19,"1,261.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/17/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/17/19,0.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/18/19,"6,373.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/18/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/18/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/18/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/18/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/18/19,1.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/18/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,6/18/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,6/18/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/18/19,306.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/18/19,399.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/18/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/18/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/18/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/18/19,"118,123.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/18/19,659.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/18/19,728.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/18/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/18/19,"1,215.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/18/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/18/19,340.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/19/19,"5,390.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/19/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/19/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/19/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/19/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/19/19,1.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/19/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,6/19/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,6/19/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/19/19,354.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/19/19,2.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/19/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/19/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/19/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/19/19,"118,131.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/19/19,694.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/19/19,764.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/19/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/19/19,"1,254.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/19/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/19/19,305.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/20/19,"5,180.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/20/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/20/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/20/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/20/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/20/19,417.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/20/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,6/20/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,6/20/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/20/19,387.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/20/19,119.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/20/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/20/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/20/19,314.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/20/19,"118,211.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/20/19,713.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/20/19,794.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/20/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/20/19,"1,268.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/20/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/20/19,264.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/21/19,"5,300.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/21/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/21/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/21/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/21/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/21/19,678.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/21/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,6/21/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,6/21/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/21/19,386.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/21/19,2.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/21/19,388.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/21/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/21/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/21/19,"118,261.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/21/19,712.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/21/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/21/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/21/19,"1,240.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/21/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/21/19,268.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/22/19,"5,100.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/22/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/22/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/22/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/22/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/22/19,715.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/22/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,6/22/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,6/22/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/22/19,400.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/22/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/22/19,497.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/22/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/22/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/22/19,"118,313.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/22/19,716.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/22/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/22/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/22/19,"1,192.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/22/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/22/19,271.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/23/19,"5,031.00",,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/23/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/23/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/23/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/23/19,653.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/23/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,6/23/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/23/19,419.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/23/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/23/19,508.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/23/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/23/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/23/19,"118,375.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/23/19,768.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/23/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/23/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/23/19,"1,216.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/23/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/23/19,270.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/24/19,"4,972.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/24/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/24/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/24/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/24/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/24/19,474.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/24/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,6/24/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/24/19,510.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/24/19,393.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/24/19,2.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/24/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/24/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/24/19,"118,439.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/24/19,748.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/24/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/24/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/24/19,770.00,,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/24/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/24/19,275.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/25/19,"5,370.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/25/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/25/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/25/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/25/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/25/19,505.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/25/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,6/25/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/25/19,664.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/25/19,774.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/25/19,2.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/25/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/25/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/25/19,"118,541.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/25/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/25/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/25/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/25/19,"1,546.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/25/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/25/19,292.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/26/19,"5,238.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/26/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/26/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/26/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/26/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/26/19,386.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/26/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,6/26/19,888.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/26/19,575.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/26/19,700.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/26/19,546.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/26/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/26/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/26/19,"118,614.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/26/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/26/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/26/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/26/19,"1,528.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/26/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/26/19,590.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/27/19,"5,287.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/27/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/27/19,224.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/27/19,557.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/27/19,678.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/27/19,808.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/27/19,"118,685.00",,,,,,,
FWU #805 (INJ),FWU #805 Water,6/27/19,"1,484.00",,,,,,,
FWU #908 (INJ),FWU #908 Water,6/27/19,711.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/28/19,"5,408.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/28/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/28/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/28/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/28/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/28/19,216.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/28/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,6/28/19,183.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/28/19,139.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/28/19,657.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/28/19,769.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/28/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/28/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/28/19,"118,767.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/28/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/28/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/28/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/28/19,"1,482.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/28/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/28/19,699.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/29/19,"5,637.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/29/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/29/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/29/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/29/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/29/19,70.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/29/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,6/29/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/29/19,90.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/29/19,742.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/29/19,762.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/29/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/29/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/29/19,"118,841.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/29/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/29/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/29/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/29/19,"1,469.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/29/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/29/19,639.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,6/30/19,"5,338.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,6/30/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,6/30/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,6/30/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,6/30/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,6/30/19,74.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,6/30/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,6/30/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,6/30/19,427.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,6/30/19,559.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,6/30/19,738.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,6/30/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,6/30/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,6/30/19,"118,934.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,6/30/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,6/30/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,6/30/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,6/30/19,"1,398.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,6/30/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,6/30/19,562.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,7/1/19,"4,420.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,7/1/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,7/1/19,9.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,7/1/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,7/1/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,7/1/19,43.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,7/1/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,7/1/19,55.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,7/1/19,518.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,7/1/19,651.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,7/1/19,755.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,7/1/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,7/1/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,7/1/19,"118,993.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,7/1/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,7/1/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,7/1/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,7/1/19,"1,443.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,7/1/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,7/1/19,608.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,7/2/19,"5,730.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,7/2/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,7/2/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,7/2/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,7/2/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,7/2/19,922.00,,,,,,,
FWU #1310A (INJ),FWU #1310A Water,7/2/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,7/2/19,175.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,7/2/19,457.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,7/2/19,588.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,7/2/19,292.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,7/2/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,7/2/19,0.00,,,,,,,
FWU #2 (WSW),Water Well Meter #2,7/2/19,"119,066.00",,,,,,,
FWU #502 (INJ),FWU #502 Water,7/2/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 Water,7/2/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 Water,7/2/19,0.00,,,,,,,
FWU #805 (INJ),FWU #805 Water,7/2/19,"1,317.00",,,,,,,
FWU #9010 (INJ),FWU #9010 Water,7/2/19,0.00,,,,,,,
FWU #908 (INJ),FWU #908 Water,7/2/19,572.00,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Charge Pump,7/3/19,"5,878.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU WSP,7/3/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 Water,7/3/19,0.00,,,,,,,
FWU #1303 (INJ),FWU #1303 Water,7/3/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 Water,7/3/19,0.00,,,,,,,
FWU #1309 (INJ),FWU #1309 Water,7/3/19,"1,267.00",,,,,,,
FWU #1310A (INJ),FWU #1310A Water,7/3/19,0.00,,,,,,,
FWU #1311 (SWD),FWU #1311 (SWD) Water Meter,7/3/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 Water,7/3/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 Water,7/3/19,472.00,,,,,,,
FWU #1502 (INJ),FWU #1502 Water,7/3/19,662.00,,,,,,,
FWU #1505 (INJ),FWU #1505 Water,7/3/19,878.00,,,,,,,
FWU #1506 (INJ),FWU #1506 Water,7/3/19,0.00,,,,,,,
FWU #1603 (INJ),FWU #1603 Water,7/3/19,0.00,,,,,,,
